Label,sentence
"고객원인>부주의, ID/PW 분실 등",독촉 빠른 정검요 최대한 빠른 정검요일 오후 대 모두 집 공사 하느라 선을 뺏다 꼽은 후 안 됨
단말>리모컨작동불가>택배발송,리모컨 작동 불가로 인한 무료 리퍼 진행 완료
장애안내>네트워크장비 장애,장비 장애 안내함 복구되는 대로 연락원함
단말>리모컨작동불가>현장출동,리모컨티비 전원 제어 안됨 최근 새로 교체 후 안됨 통합설정 실패
실시간 채널>수신 불량,대방송 신미약 메세지나오면서 시청 불리셋
실시간 채널>음성 이상,코로나 이 상 무 거실 음성이 상 시험불
단말>리모컨작동불가>M&S내방안내,리모컨 작동 불매장 안내
실시간 채널>음성 이상,코로나무 음성안 나옴 화면 정상리셋 안내 빠른 방문 요청
단말>음성인식이상(기가지니),기가 지니 음성인식 안됨 출하면 대답안함 인터넷 확인하라고 나옴오전 일찍 방문 요청
AS접수/변경>임대단말 분실/파손,강화란 리모컨 파손 접수 발송 명의자
단말>리모컨작동불가>현장출동,리모컨 작동 안 되는 경우 잦다 함 몇 번 눌러야 될 때 있고 또 안됨 정상
실시간 채널>수신 불량,코로나 이 상무재확인필방에 티비수 신불포트 확인 불가연 후방
실시간 채널>수신 불량,수신불시에 맞춰 방문요 두 대다수 신불 정상 코로나 이 상무재확인필
단말>리모컨작동불가>택배발송,리모컨 작동이상 다른 버튼이 작동되는 오작동이 반복된 다함 건전지 교체 동일리셋해 봐도 동일하다 함 매장 확인 불로 무료 택배 안내 안내 후 택배 등록 명의자 본인 어플선 안내 후 전송
실시간 채널>수신 불량,빠른 방문 요청대 모두 점검 요청 연결시청 불가 날씨 영향 없음셋탑리셋 어려 번 했다 심
시설관리>맨홀/전주,대리인 연서번 티고 군면 향동 리티비 설치 건 시설 진행사항 관련 통화 요청하십니다
실시간 채널>수신 불량,예대수신 불코로나 이 상무
실시간 채널>수신 불량,신규 입주 티비수 신불
실시간 채널>수신 불량,멀수신불코로 나무
실시간 채널>네트워크 오류,리셋 접수 코로나 이 상무재확인필 전체 리셋해도 증상 동일시청 불네트워크 오류팝업인
단말>리모컨작동불가>택배발송,리모컨 고장택배 발송 요청하여 등록함 업 실패
실시간 채널>수신 불량,수신 불회선 전 검요청
단말>리모컨작동불가>택배발송,ㅇ서비스 번ㅇ문의사항 리모컨 발송
실시간 채널>화질 이상,화면 안 나옴 음성 정상재부팅코로나 이 상무
실시간 채널>수신 불량,동층 시청 불임의 접수
실시간 채널>수신 불량,대중 일반 리셋해도 동일 코로나 이 상무신 정상
실시간 채널>수신 불량,멀수신불연 후방코로
실시간 채널>수신 불량,용수평수 신불
실시간 채널>화질 이상,권유 실패 코로나무시청도중 화면이 꺼졌다가 켜짐 채널 정보 불일치
실시간 채널>음성 이상,코로나 이 상무재확인 필소리 안나옴 전원 선재연결한 대안됨 쿠폰 권유만원 담달 요금만 원내일 오전 시쯤 통화하기로 함
실시간 채널>수신 불량,코로나 이 상무재확인필 화면 안나옴 연락 후 바코드로 확인
실시간 채널>수신 불량,시청 불위성 신미약 시청 중 멈툼 실시간 채널 정상셋 탑리셋안내정상
AS접수/변경>장비리셋 후 재사용 요청,일리셋이 관시청하기 위해 메뉴에 들어가면 네트워크 오류나오며 서 메뉴 진입이 안됨 장비 재연결
실시간 채널>음성 이상,리모콘 잘 되나 음성인식하면 켜고 꺼고 안됨리셋해도 안됨 코로나 이 상무재확인필
실시간 채널>수신 불량,직원 접수 요청 시청 불확인
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신불
AS접수/변경>장비리셋 후 재사용 요청,월일리셋이관수신불장비재부팅 안내
실시간 채널>수신 불량,코로나 이 상무재확인 필수신불증상 확인할려고 했으나 설명 어렵다고 함방문 요청 정상
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 소리나 옴화면만 깜빡거림
실시간 채널>수신 불량,코로나 이 상무재확인필 시 분시 사이 방문 꼭 부탁드립니다티 비대셋톱박스가 저절로 꺼졌다가 켜진다고 하심 모뎀 셋톱재부팅해도 동일 현상 반복 정상
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 실시간 정상 안 됨
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신불
실시간 채널>수신 불량,수신 불연 후방바코드 확인
실시간 채널>수신 불량,최대한 빠른 점검 요시 수신 불리셋재부팅권
단말>STB(부팅) 이상>부팅중 오류메시지 발생,일시부팅 중 수신 불량임의회 선코로나 증상무
실시간 채널>수신 불량,수신 불비 정상
실시간 채널>화질 이상,긴급 영업장 손님 있어 급하고 하심코로 나 이 상무화면 깨짐 영업장 전체적으로 모든 티비가 동일손님들 있어 무조건 당일 요청 빠른 방문 요청연
"고객원인>부주의, ID/PW 분실 등",용수평임의세입자 이사 재연결 후와 편성표 안나옴 실시간 채널 정상
실시간 채널>수신 불량,임의연 후방 수신 불인
AS접수/변경>장비리셋 후 재사용 요청,봇리셋 접수기가 지니티 비서비스 끊김
고객원인>증설/구내선 정리요청,코로나 이 상무재확인필 선 연결 요청임 의원 룸 입주 후선 연결 요청인 입
"고객원인>부주의, ID/PW 분실 등",일 오후 대중대 방문해서선 연결 원함 위치 변동 없음
실시간 채널>화질 이상,화질 안 좋음
실시간 채널>화질 이상,화질이상 음량 버튼 화면에 계속 뜬다 심리모컨 빨간불 셋 탑재 연결해도 동일 증상
실시간 채널>수신 불량,오후 전달 함독촉심함 수신불올인 홈초고속 비정상 잦은 고장불만
단말>STB(작동)이상,월일 시작동이상 올인원 정상코로나 이 상무기가 지니 음성인식 기능이 사용 안 되신다고 함재부팅 후에도 동일 증상
실시간 채널>화질 이상,화질이상 코로나 이 상무신 정상
단말>리모컨작동불가>택배발송,리모컨 작동이 상 택배 요청하여 등록 리모컨
실시간 채널>수신 불량,여탕 시청 불
실시간 채널>수신 불량,수신 불재부팅 후 정상 사용됨
실시간 채널>수신 불량,수신됐다 안됐다 함셋탑리셋 동일공사하면서 선건 들려서 재연결했는데 안 된다심
AS접수/변경>장비리셋 후 재사용 요청,월일리셋 접수 화면만 안나옴 음성 정상시간 내외로 안내
단말>STB(작동)이상,멀티비셋 탑리셋 후 사용 안내 받았으나 한두 번으로 안 되고 지속적으로 선재연결 후 재부팅해야 되는 상황이라고 하심 방문 후 셋탑 교체 필요시 현장에서 바로 교체해달라고 하심코로 나무
실시간 채널>수신 불량,빠른 방문 요청 차리셋해도 안됨 차리셋 접수 수신 불미리 연락요
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신불
"고객원인>부주의, ID/PW 분실 등",교체 후 리모컨 잘 안됨엔지니어 방문 요청
AS접수/변경>임대단말 분실/파손,원리모컨 파손티비한대는 장시간 꺼둔 상태로 다시켰더니 수신 불 방문해서 점검 요청함 리모컨 구매대금 청구 필요
단말>리모컨작동불가>현장출동,코로나 이 상 무리모콘 일부 작동 불확인 버튼 여러 번 눌러야만 작동된다고 함방문 교체 요청
실시간 채널>네트워크 오류,수신 불인터넷 연결오류코로나 이 상무
실시간 채널>수신 불량,수신 불포트리셋 리모컨도 작동불
실시간 채널>수신 불량,수신 불연 후방
단말>리모컨작동불가>택배발송,노소미민준기대구광역시 북구 관음중앙로 관음동층 안쪽 일반 개이강영리 모콘 고장등록
실시간 채널>화질 이상,멈춤 재부팅코로나 이 상무
실시간 채널>수신 불량,수신불임의회선 접수 동일장소 또는 안 되나 어떤 수인지는 모르겠다함
AS접수/변경>임대단말 회수요청,ㅁ장비 해지 당 일 회수 요청 ㅁ서번티비ㅁ 요청인 연락처 최연정 ㅁ 요청사항 월일 이사로 오 전시에 방문 요청이사를 일찍 간다 하심 ㅁ 확인 후 빠른 방문 부탁드립니다
VOD/컨텐츠>네트워크 오류,넷플릭스 안됨 재연결해도 안됨 지니 쪽 안 됨
단말>리모컨작동불가>현장출동,리모콘 작동 불가 리모콘 교체 요청 원함
AS접수/변경>장비리셋 후 재사용 요청,일리셋 접수 시청 불인터넷 연결 안 됨 메세지뜸 대중대 일반셋탑만 고장 올인 홈모뎀 신정상장 비리셋
실시간 채널>화질 이상,음성 나오나 영상 안 나 옴리셋 코로나무 미리 연락요
실시간 채널>수신 불량,임 의회 선수 신불방문 전 연락 요셋탑 문제 같다며 교체 요청
실시간 채널>수신 불량,긴급 독촉 차리셋 후 동일 연락 후 빠른 방문 요청으로 담당 확인 후 일 오후 추가 접수 중간에 취소 건 발생시 우선 점검 요리셋 접수 수신 불리셋 추가
단말>리모컨작동불가>M&S내방안내,리모컨 작동안 딤 직영점 안내
단말>리모컨작동불가>택배발송,리모컨 무료 배송 리모컨 화살표 버튼 안됨매장 안내 거절 배송 등록
실시간 채널>수신 불량,시청 불리셋
단말>음성인식이상(기가지니),쿠폰기가 지니 음성인식 안됨 음성 차단됨 차단 해제 후 음성정
실시간 채널>수신 불량,코로나 이 상무수신 불리셋 동일모텔 최대한 빠른 점검 요청함
실시간 채널>수신 불량,코로나 이 상무재확인 필티비대수 신불 정상 부재이셔도 집에 계시니 방문하시면 된다심
단말>리모컨작동불가>택배발송,등록리모컨 작동이상 방향 키 옆으로 가는 게 안됨 확실친 않음 안 들어왔던 것도 같다 함 재부팅 안내택배 등록 리모컨
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신 불포트리셋재부팅
실시간 채널>수신 불량,월일시시수신불대리신고
단말>STB(작동)이상,기가 지니 음성으로 가전제어 제조사 목록이 안 나 옴재부팅 안내
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수선을 뺏다가 수신 불어머니방
단말>리모컨작동불가>현장출동,코로나 이 상 무리모컨 작동안됨 대 안됨 건전지 교체 후 동일 매장 거부 방문 요청안내
실시간 채널>수신 불량,수신불
실시간 채널>수신 불량,안됨 최근 방문했던 엔지니어 말고 다른 직원 꼭 방문 요청 넘불친절하고 실력도 없는 거 같다고 필히 다른 직원 보내고 안 그러면 다해지한 다 심
단말>리모컨작동불가>현장출동,독촉 리모컨 작동 불전원 셋 탑 전원 채널 버튼 등 다 안됨 불들어 옴건전지 교체해 봄 점검 요청
실시간 채널>네트워크 오류,네트워크 오류 정상
단말>리모컨작동불가>택배발송,리모콘 작동 불무료 배송 등록 통합설정 설정 발송
고객원인>증설/구내선 정리요청,접수 어려움소 김영삼 엔지니 어 방문 요청 독촉 위치 변경 접수시에 명의확인 필요하나 확인 어려움 불만 고장 접수 진행 올인 홈모뎀 정상
실시간 채널>수신 불량,코로나 이 상무재확인필 바코드 확인 수신 불엔지니어 통화하셨다고 함 각각 따로 접수 요청인
실시간 채널>수신 불량,독촉심 최대한 빠른 방문 요청 코로나 이 상무재확인 필수신불리셋 후 동일 정상
실시간 채널>수신 불량,수신 불회선
단말>STB(작동)이상,독촉 방문 전 연락필 셋탑 작동불
단말>STB(작동)이상,셋탑 작동 이 상 시청 중 셋탑이 저절로 꺼짐 리모컨도 같이 점검 요청 연 후방 꼼꼼한 점검 요청업 실패
실시간 채널>화질 이상,교체 후 화면 불량
실시간 채널>수신 불량,엔지니어 기사님 접수 건티비수 신불
단말>리모컨작동불가>택배발송,리모컨 작동 불가 반응 없음 건전지 교체해도 동일기가 지니 등록함
실시간 채널>수신 불량,코로나 이 상무재확인필 바코드 확인 수신 불엔지니어 통화하셨다고 함 각각 따로 접수 요청인
실시간 채널>수신 불량,시청불
실시간 채널>수신 불량,수신 불점검 요청
원인불명>조치 전 자연 회복,수신 불상담 중 자연회복됨
실시간 채널>수신 불량,접수 보류수신불 모든 장비 재부팅 안내 자체에 전원 불안 들어온다심 제조사문의 안내
실시간 채널>수신 불량,런던 모텔 영업장 모든 다 안나옴독촉 코로나 이 상무시청 불가위성신 이상 날씨 문제 없다 하심 모든 방이 다 동일영업장 독촉
실시간 채널>수신 불량,코로나 이 상무재확인필 바코드 확인 수신 불엔지니어 통화하셨다고 함 각각 따로 접수 요청인
단말>STB(작동)이상,펜션 독촉 심티 대작동 불리모컨 작동 불임의
고객원인>증설/구내선 정리요청,코로나 이 상무 권유 실패기가 지니 전기공사 완료했다고 하심 다시 연결 요청 위치 이동 없음올인 홈 정상
"고객원인>부주의, ID/PW 분실 등",플라자인 입교체 후 리모컨 작동 불모드 안됨 점검 요청
실시간 채널>채널편성표 없음,여일시 안내함코로나 이 상무 올레티비 채널 정보표시 안됨 업데이트 오류뜨면서 안됨리 부팅해도 마찬가지
단말>리모컨작동불가>기타문의,리모컨 작동 불모든 버튼 대린인 매장 확인 불로 택배 접수 안내시 거부 명의자 좀 이따온다며 다시 연락준다고함
AS접수/변경>임대단말 분실/파손,멀리 모컨 파손 아이가 물고 빨았다시며 모든 버튼 안됨 플라자 내방 가능하다 심으로 문자 전송만 원 유료 안내함 통합페어링 문자 전송
"고객원인>부주의, ID/PW 분실 등",화면에 광고 창 뜸셋탑 분리해도 뜸제조사 의뢰
실시간 채널>화질 이상,화면 멈춰 진행 안됨리셋 후 정상
실시간 채널>네트워크 오류,채팅 티비수 신불주소미할당이라고 화면에 떠서 신청합니다일 오전 일찍 요청
실시간 채널>수신 불량,코로나 이 상무재확인필 취소 건 발생 시 선방문 확답불 위험해 보인다고 접시 떨어져서 인사사고라도 나면 책임은 누가 질 거냐고 하면서 당일 방문 요망 하나 확답 불안내함 시청 불옥상에 연결된 안테나도 기울어져 있다고 하고 교체 요망 위치 이동없다고 함
단말>리모컨작동불가>택배발송,기가 지니리모컨 택배 배송 시간 소요일 반문의 서비스 번문의 내용 저희 리모콘 구입할려고 하는데요잘 안 먹혀서 아니요 잘 안 먹혀요
고객원인>증설/구내선 정리요청,멀원룸티 선재 연결 위치 변동 없음코로나 이상무
단말>리모컨작동불가>현장출동,코로나 이 상무 권유 실패 코로나 이 상무 권유 실패 대중거실 리모컨 근접거리 직선으로만 작동됨리셋 동일망 구성도 셋탑 정상 초기화
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 티수신 불포트리셋 신정상
단말>리모컨작동불가>택배발송,리모컨 택배 발송
실시간 채널>수신 불량,일시채널이 동안 됨 고장 접수
단말>리모컨작동불가>기타문의,리모컨 작동 불가 방문 어렵다고 하다가 가실 수 있다고 하며 종결
"고객원인>부주의, ID/PW 분실 등",코로나 이 상무 권유 실패티 비교체 후선 연결 요청는 고객이 연결해야 됨 안내
실시간 채널>수신 불량,코로나 이 상무재확인필 시청 불인 입 연락 후 방문요청
단말>리모컨작동불가>택배발송,리셋 건 리모콘램프 불안 들어오고 작동 불건전지 교체해 보심택배 배송 등록
실시간 채널>수신 불량,코로나 이 상무재확인 필수신불량 비정상
"고객원인>부주의, ID/PW 분실 등",자체 기능 유트 부 문제로 고객 측의뢰함
단말>STB(작동)이상,코로나 이 상무재확인 필 지니 셋 탑 전원 오류 자동으로 꺼짐 현상 기본
단말>리모컨작동불가>택배발송,리모컨 작동 불대 모두 택배 등록 사용 중이 지혜
실시간 채널>수신 불량,월일시시수신불대리신고임의회선
단말>리모컨작동불가>기타문의,멀리 모컨 잘 작동안 되어 배터리 교체 후 확인해본 다함 일반 문의 서비스 번문의 내용가 요리 모콘이 잘 제대로 작동이 안 돼가지고 요가 틀면은 켜졌다가 꺼졌다 해야 되는데 뭐 전화도 안 되고 하네요
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 화면 안나옴소리 정상
단말>STB(작동)이상,일시 희망셋탑 빨간색 녹색으로 안 바뀜선 확인함 지니 쪽은 정상
실시간 채널>수신 불량,수신 불리셋
실시간 채널>수신 불량,시안됨 위치 이동은 없다고 함인
단말>리모컨작동불가>현장출동,개리모컨 숫작 버튼 작동 불나머지 정상 채널도 잘 안됨리셋 안내 이미 했다 함
실시간 채널>수신 불량,코로나 이 상무 자녀 분 대리신고 대 안됨재부팅 외부 이력해도 동일인
"고객원인>부주의, ID/PW 분실 등",새로 입주함수 신불인터넷 연결오류바코드 확인함
단말>STB(작동)이상,셋탑에서 소음들림 접수 보류
단말>리모컨작동불가>현장출동,리모컨 일부 버튼 안됨 방문 요청 직영점 방문 택배
단말>리모컨작동불가>M&S내방안내,고객님 직접 내방리모컨 무료 리퍼진행특이사항 없음
단말>음성인식이상(기가지니),지니음성인식 안됨층 아드님 안 된다고도 접수됨층 회선은 그냥 두라고 보류
실시간 채널>수신 불량,티비신 없음리셋 안내함 코로나 안내
VOD/컨텐츠>메뉴 실행 불가,리모콘으로 집에서 사용하는 티비를 상품 변경하려고 휴대폰 인증받는 데가입자가 개인으로 안 나오고 오늘 명의 변경한 가게 상로뜬다고 함 고객 여러 차례 리콜했으나 통화 중이라 연결 안 됨
실시간 채널>화질 이상,코로나 이 상무재확인필 화면 끊김리셋 후 동일코로나 이 상무 재확인 필 유료화
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 화질이상 화면 안나옴 음성 정상
실시간 채널>수신 불량,시청 중 끊김대동 일포트리셋안내 접수보류 정상
실시간 채널>네트워크 오류,네트워크 오류 장 비리셋 후 동일 안됨 정상인
실시간 채널>화질 이상,코로나 이 상무재확인 필 멤버십 화질이 상대만 안 됨
실시간 채널>수신 불량,티비수 신불점검 요청 연 후방
실시간 채널>수신 불량,시청 불수시로 신미약 날씨 영향 무리셋코로나무 미리 연락요
실시간 채널>수신 불량,임의수신불
고객원인>특이고장,이 사전에는 리모컨대 각선에서 해도 됬는데 이사하고 나니 정면에서만 해야 된다 심 점검 요청
실시간 채널>수신 불량,리셋 건수신불재부팅 후 동일연 후방
VOD/컨텐츠>네트워크 오류,다시보기 안됨 셋 탑 전 원 재연결코로나 이 상무
실시간 채널>채널편성표 없음,채널 정보표시 안됨연 후방
실시간 채널>수신 불량,차회무 응 접수 보류차리셋 접수 수신불
"고객원인>부주의, ID/PW 분실 등",코로나 이 상무재확인 필스마트가 고장이 나서 아나로그를 교체할려고 함 케이블 교체 요청인 입
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 티수신 불포트리셋 정상
실시간 채널>수신 불량,펜션 임의회 선금요일 오전 중으로 최대한 요청 모과나무방석류나무 방수신불
실시간 채널>수신 불량,코로나 이 상무시청 불확인 불연번
단말>리모컨작동불가>M&S내방안내,리모콘 작동 불매장 안내
실시간 채널>수신 불량,티비선재연결코로나 이 상무
실시간 채널>수신 불량,안나 옴신없음 외부 입력 변경을 해도 안 나 옴재부팅 후 정상
실시간 채널>수신 불량,수신 불 연락 후 방문
단말>STB(작동)이상,셋탑이 꺼지지도 켜지지도 않음이 전과 동일 증상이라고 하심 꼼꼼한 점검 요청 코로나 이 상무
실시간 채널>수신 불량,코로나 이 상무재확인 필티 수신불 정상
실시간 채널>음성 이상,권유 실패 대중에 대시시 음성안 나옴 방문점검 요청임의 단말 연 후방
실시간 채널>수신 불량,시청불
실시간 채널>수신 불량,수신불시청 중 꺼짐 현상 있다고 함진단 안 됨
단말>리모컨작동불가>택배발송,등록기가 지니리모컨 교체 요청 현재 외부재부팅 안내다 안됨택배 등록 리모컨
실시간 채널>수신 불량,차리셋 후 동일신없음리셋 접수 수신불
단말>STB(작동)이상,작동 이상 연후방
실시간 채널>수신 불량,수신불
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 접속불
단말>음성인식이상(기가지니),기가 지니 음성인식 안됨 출어 확인 후 정상 확인
단말>STB(작동)이상,코로나 이 상무시청 중기가 지니 셋탑 모두 전원 꺼짐
시설관리>공사안내,멀티 고장 문의 공사장애 안내 양해구함
실시간 채널>수신 불량,코로나 이 상무대중대 시청불
단말>STB(작동)이상,셋탑 버튼 부분이 안 눌리면서 작동교체 요청 시 이후 방문 요청 코로나 안내
실시간 채널>수신 불량,수신 불장 비리셋 이후 동일주소 확인
실시간 채널>수신 불량,시청 중 꺼짐 포트리셋 안 내 정상
실시간 채널>수신 불량,파란 바탕에 기가 지니글자 만나 옴재부팅 코로나 이 상무
단말>리모컨작동불가>현장출동,고객 부재로 방문 전 전화부터 달라 함리모컨 교체 요청지니 리모컨 작동불택배로 교체받은 리모컨이 흰색이라 함택배 거부 대리인 신고엔지니어 방문교체 요청
실시간 채널>수신 불량,수신불
실시간 채널>수신 불량,메뉴들어가서 프로그램 정보 보면 화면 정지소리만 나옴셋톱 교체 요청 코로나 안내
단말>리모컨작동불가>택배발송,리모컨한 대작동 불택배 요청문희순 주소동일 등록
단말>리모컨작동불가>택배발송,리모컨 교체택배 지연 현장 재고 없음 정상 코로나 이 상무재확인필
실시간 채널>화질 이상,일시화질이상 코로나무
실시간 채널>수신 불량,리셋 건수신불재부팅 후 동일연 후방
실시간 채널>음성 이상,코로나 이 상 무층만 음성안 나옴 화면 정상셋 탑재부팅해 봄연
실시간 채널>수신 불량,수신불
단말>리모컨작동불가>택배발송,리모컨 교체 요청 택배 요청 등록 설정안내문자문자 안내
실시간 채널>수신 불량,차리셋해도 안됨 차리셋 접수임의 채널 번 만나오고 다른 채널 안 나옴수신불미리 연락요
양방향서비스>양방향서비스 사용불가,넷플릭스 접속 불셋탑리셋 후 정상
실시간 채널>수신 불량,코로나 이 상무재확인 필수신불신가 약하다고 함셋탑 노후화로 인해 셋탑 교체 요청 정상
실시간 채널>수신 불량,대수신불
실시간 채널>수신 불량,코로나 이 상무재확인 필티 수신불
단말>리모컨작동불가>현장출동,최대한 빠른 방문요일 오후 거실 리모컨 채널 변경 안됨인
실시간 채널>수신 불량,안방수신불
단말>STB(작동)이상,모텔 독촉 심임의 셋탑 고장 같다 심임의 정상
실시간 채널>수신 불량,일시 정지 해제 후 수신불장비재부팅 안내외부 신고 접수 보류
단말>리모컨작동불가>현장출동,리모컨 작동 불가연 후방 교체 방문 건 고객 요청
실시간 채널>네트워크 오류,취소나 연기건선 연락 후 방문요수신불네트워크 오류코로나 이 상무셋탑 비정상
단말>리모컨작동불가>택배발송,기가 지니리모컨 고장으로 택배 배송봇
실시간 채널>수신 불량,수신 불방문 전 연락요
단말>STB(작동)이상,티비대수 신불셋 탑 전원이 빨간색으로 계속 깜빡거리기만함
실시간 채널>수신 불량,티리모컨 작동 불출동 요청 전원 버튼만 되고 나머지 안 되 불만 안 내드리나 출동하라고 하심코로 나 이 상무재확인필
"단말>전원, 충전 이상",연 후방기가 지니 전원 불량 전원 버튼 누르고 있어야티비켜짐
단말>STB(작동)이상,전원안 들어 옴연 후방
단말>STB(부팅) 이상>부팅중 오류메시지 발생,시청 불로딩 중 만뜸셋탑리셋동일
단말>STB(작동)이상,이상 리모컨 수시 안 되고 리모컨 찾기 등도 안됨 리모컨 방문 시 교체 원함
실시간 채널>수신 불량,차리셋 후 동일리셋 접수 수신불
실시간 채널>수신 불량,차리셋 후 동일 빠른 방문원함 독촉심함리셋 접수 수신불
실시간 채널>수신 불량,임의 일시 수신불
단말>리모컨작동불가>현장출동,리모컨 작동 안됨 음성인식도 안됨 실시간 정상
AS접수/변경>임대단말 분실/파손,서비스 번 고객 명한 영세 연락처 요청자 불만 내용 요구사항 셋탑 변경하면서 기존 사용하던 셋탑을 택배로 보내야 하는데 셋탑을 보냈다고 하심택배 보낸 상태라고 하심 기존 셋탑을 이제 가지고 있으니 만 원 가량 셋탑 분실 발생된 부분 면제 요청으로 연락 달라고 하심 전화 연결 안 되면 받을 때까지 연락 요청하심
AS접수/변경>임대단말 분실/파손,강철수님 발송 리모컨 분실 셋탑 본인 확인
단말>음성인식이상(기가지니),쿠폰기가 지니 음성인식 안됨 테이블 화면이 안 나옴소리는 나옴
실시간 채널>화질 이상,시청 중간에 계속 끊어짐 연후방
단말>STB(작동)이상,넷플릭스만 접속 불셋 탑재 부팅 동일
실시간 채널>수신 불량,수신 불잦은 고장 꼼꼼히 점검요
실시간 채널>수신 불량,오후 화면 안 나옴 해당 장소 아님 외부 입력 조정 및 재부팅해 봄
단말>STB(작동)이상,차리셋 후 동일시청은 정 상임 접수 보류함 코로나자가 격리 대상임리셋 넷플릭스 안 됨
단말>리모컨작동불가>택배발송,리모컨 파손으로 구매등록
단말>STB(작동)이상,전원안 들어 옴 전원 선 확인 후 동일 최대한 빠른 방문 요청
단말>STB(작동)이상,코로나 이 상무셋탑 전원안 들어 옴 전원 선재부팅 동일하다고함
실시간 채널>음성 이상,차동일 증상 리셋 접수 소리안나옴 화면은 정상
실시간 채널>수신 불량,코로나 이 상무재확인 필티비수 신불리셋불 정상
실시간 채널>수신 불량,티비수 신불 권한이 없다고 나오신다고 함거실티비는 거의 보지를 않아서 다른 지니 셋탑이랑 교체를 해봤는데 그렇다고 하심
실시간 채널>수신 불량,수신 불포트리셋
실시간 채널>화질 이상,화질이상 화면 깨짐 장비리셋 안 내 정상
"고객원인>부주의, ID/PW 분실 등",코로나 이 상무재확인필 부주의 선재 연결 위치 변경 없음 빠른 방문 요청 정상
실시간 채널>화질 이상,코로나 이 상무재확인필비가 오면 화면 꺠짐 신 정상
VOD/컨텐츠>메뉴 실행 불가,편성표 실행시 이동안됨 전체 장비리셋 안내
"고객원인>부주의, ID/PW 분실 등",수신 불와기가 지니 연결선 구매 요청 케이블 안내 후 가까운 전자상가에서 구매 가능 안내
실시간 채널>수신 불량,리셋 접수 전체 리셋해도 증상 동일시청 불엔지니어 방문 접수 거부로 보류인
실시간 채널>화질 이상,화면이 꺼졌다 나왔다 함 잦은 고장 최대한 꼼꼼하게 점검 요청
실시간 채널>수신 불량,수신 불량 확인 불가코로 나무
실시간 채널>수신 불량,고양대리접수 요청 건수신불
단말>음성인식이상(기가지니),기가 지니 음성인식이상셋 탑 윗면 빨간불 들어와 있음 방문 전 연락요
단말>STB(작동)이상,일시 셋탑이 이상 있다고 하심 지금 현재 수신 불 상 태셋탑 전원이 오락가락한다고 하심코로나
AS접수/변경>임대단말 분실/파손,셋탑 분실지참 후 연결 요청분실보상금 청구 안내연 후방
실시간 채널>수신 불량,수신불 정상
AS접수/변경>임대단말 분실/파손,리모콘 파손으로 구매 신청함
실시간 채널>수신 불량,코로나 이 상무독촉 시청 불비정상연 번인번
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 영상 불량리셋
AS접수/변경>임대단말 회수요청,서번 권미영 연락처 해지된 티비장비 회수 요청
단말>리모컨작동불가>현장출동,코로나 이 상무재확인 필대 리모컨 고장 임의
실시간 채널>수신 불량,수신불올인 홈 정상포트리셋재부팅
실시간 채널>수신 불량,코로나 이 상무재확인 필티불
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신불
실시간 채널>수신 불량,코로나 이 상무재확인 필수신불임의 확인불
실시간 채널>수신 불량,남일시안내함코로나 이 상무 올레티비수 신불리부팅 어렵다고 함평상시 자주 안됨 현재는 사용 안 된다고 함
단말>리모컨작동불가>M&S내방안내,리모컨 문자 발송
AS접수/변경>장비리셋 후 재사용 요청,일리셋유투브 시청 중 끊기거나 잘 안됨리셋
실시간 채널>수신 불량,차리셋 후 동일함 긴급독촉 최대한 빠른 방문점검 요청엔지니어 배정되는 대로 먼저 연락 요청 확인 당일 당김리셋 접수 수신불
실시간 채널>수신 불량,멀네트워크 연결오류뜨면서 꺼졌다 켜졌다 한다고 하심 연후방 코로나무
실시간 채널>음성 이상,리모컨지참 소리 안남 리모컨도 안 된 다함리셋해도 동일병원 빠른 방문요신 정상
"고객원인>부주의, ID/PW 분실 등",입주 후 사서 연결했으나 만나 옴 외부 일 오전 요청임의 코로나 이 상무
실시간 채널>수신 불량,고양대리접수 요청 건수신불
실시간 채널>음성 이상,음성만 안나 옴 확인
실시간 채널>수신 불량,수신 불연 후방 방문 독촉
실시간 채널>수신 불량,수신불위성장비안테나 및 접시장 비 챙겨서 오라고 하심
단말>리모컨작동불가>택배발송,리모컨 작동 불셋탑 볼륨버튼이 잘 안됨 불이 안 들어 옴건전지 교체 함택배 요청에 고장 교체 리모컨
단말>리모컨작동불가>택배발송,리모컨 고장 등록
